,S2,SWE,Green_by_red,Blue_by_red,OTSU_ndwi_ful,OTSU_ndwi_ent,NDWI_RG_tol,NIR_RG_tol,SWIR_RG_tol
2014-03-20-23-51-06,L8,0.5659,1.5737294378730278,1.9465974348563746,open,open,0.6,0.115,0.07500000000000001
2014-05-07-23-50-18,L8,0.7184,1.399761729903214,1.9225663814199443,closed,closed,0.9,0.23,0.095
2014-06-08-23-50-22,L8,0.252,1.7026031777737531,3.0466906889434755,closed,closed,0.75,0.125,0.06
2014-06-17-23-44-13,L8,1.1534,1.5790295168947235,2.518185357634963,closed,closed,0.8,0.225,0.08
2014-06-24-23-50-24,L8,0.3922,1.5123226971202655,2.3188960990040095,closed,closed,0.95,0.245,0.085
2014-07-03-23-44-19,L8,1.1547,1.5732127318699722,2.408437446622878,closed,closed,0.8,0.20500000000000002,0.085
2014-07-10-23-50-33,L8,0.3841,1.565693640281718,2.3344883613577427,closed,closed,1.0,0.22,0.085
2014-07-26-23-50-36,L8,0.3958,1.660809357336113,2.4683273087532536,closed,closed,1.0,0.23,0.09000000000000001
2014-08-04-23-44-31,L8,1.1416,1.6028188853835443,2.3437336396050745,closed,closed,0.9,0.255,0.1
2014-08-11-23-50-44,L8,0.3704,1.5688649917771513,2.2378753572923866,closed,closed,0.85,0.23500000000000001,0.08
2014-09-21-23-44-37,L8,1.2596,1.6079920485979873,2.244208874549309,closed,closed,0.7,0.15,0.115
2014-09-28-23-50-49,L8,0.5247,1.4061868330911949,1.8043881405177364,open,open,0.5,0.08,0.07500000000000001
2014-10-23-23-44-44,L8,1.4139,1.2885556577679356,1.8176924983110427,open,closed,0.45,0.12000000000000001,0.085
2014-10-30-23-50-51,L8,0.5047,1.4582519086225736,1.9816425683029695,open,open,0.45,0.135,0.115
2014-11-08-23-44-45,L8,1.2686,1.4923588972703659,1.979960147239103,open,open,0.4,0.085,0.065
2014-11-24-23-44-42,L8,1.2647,1.3988034427750116,1.8046348944015949,open,open,0.15,0.055,0.02
2014-12-01-23-50-53,L8,0.4396,1.4426495855332886,1.8038939303911745,open,open,0.35,0.095,0.1
2015-01-02-23-50-43,L8,0.43,1.4040536156568884,1.670936165829872,open,open,0.35,0.15,0.1
2015-04-24-23-50-01,L8,0.4529,1.612143426240577,2.365984352832983,closed,closed,0.95,0.245,0.085
2015-05-03-23-43-41,L8,1.206,1.6158353382047255,2.4104417362886874,closed,closed,0.65,0.225,0.08
2015-05-10-23-49-45,L8,0.4318,1.5391982238504764,2.1773709936192884,closed,closed,1.0,0.245,0.085
2015-05-19-23-43-33,L8,1.2222,1.5769944047176467,2.302889290760852,closed,closed,0.75,0.2,0.07500000000000001
2015-05-26-23-49-46,L8,0.394,1.6301472559852217,2.392755880789926,closed,closed,1.0,0.215,0.08
2015-06-04-23-43-41,L8,1.184,1.573422528860349,2.373268142065968,closed,closed,0.75,0.21000000000000002,0.08
2015-06-11-23-49-57,L8,0.3868,1.6253436792583138,2.414046623154458,closed,closed,0.9,0.21000000000000002,0.08
2015-06-20-23-43-49,L8,1.1686,1.507160646178754,2.4313310207011196,closed,closed,0.8,0.19,0.07500000000000001
2015-07-13-23-50-14,L8,0.3883,1.6430702808625297,2.5609714451861567,closed,closed,0.9,0.21000000000000002,0.085
2015-07-29-23-50-18,L8,0.3992,1.5390899832794074,2.5856421185277214,closed,closed,0.9,0.23500000000000001,0.10500000000000001
2015-09-08-23-44-23,L8,1.3606,1.5143227150191252,2.125453721894696,open,closed,0.65,0.13,0.095
2015-10-01-23-50-42,L8,0.6775,1.5659530193337394,2.052804701876527,open,open,0.25,0.045,0.034999999999999996
2015-10-10-23-44-31,L8,1.3626,1.4325610546061693,1.8668000249498604,open,open,0.3,0.065,0.06
2015-12-04-23-50-50,L8,0.5152,1.422707954330327,1.7869869849986753,open,open,0.3,0.10500000000000001,0.055
2015-12-13-23-44-38,L8,1.2758,1.5562004470857091,2.0242790289366877,open,open,0.2,0.025,0.02
2015-12-29-23-44-38,L8,1.4047,1.4809347442001572,1.8751334704381737,open,open,0.1,0.025,0.02
2016-01-30-23-44-34,L8,1.2935,1.5517276259583057,2.092636478233056,open,open,0.2,0.06,0.025
2016-02-06-23-50-42,L8,0.531,1.5980693293628478,2.1133273029635427,open,open,0.15,0.055,0.025
2016-02-15-23-44-26,L8,1.2845,1.4858872096989948,1.9496339980096433,open,open,0.45,0.09000000000000001,0.049999999999999996
2016-02-22-23-50-35,L8,0.5422,1.6030233416377668,2.0312243266157686,open,open,0.1,0.030000000000000002,0.015
2016-03-02-23-44-24,L8,1.3592,1.4382055543339758,1.8806614998074527,closed,closed,0.55,0.19,0.135
2016-03-18-23-44-18,L8,1.3318,1.4405253330875314,1.8816512018565974,closed,closed,0.65,0.115,0.1
2016-04-10-23-50-18,L8,0.491,1.4702336916331369,1.9441358373231448,open,open,0.15,0.02,0.01
2016-04-19-23-44-03,L8,1.3414,1.6986715262490673,2.407347292283746,open,closed,0.6,0.115,0.095
2016-04-26-23-50-14,L8,0.7438,1.5794508484533492,2.109053045898869,closed,closed,0.7,0.14,0.1
2016-05-05-23-44-07,L8,1.2987,1.6669668934179132,2.5314884202018795,open,open,0.15,0.01,0.005
2016-05-21-23-44-07,L8,1.2884,1.5487652137436858,2.1910674676246713,open,open,0.15,0.049999999999999996,0.02
2016-05-28-23-50-20,L8,0.5024,1.6263859483909744,2.3314737196541517,open,open,0.45,0.095,0.04
2016-06-13-23-50-23,L8,0.7396,1.5544333496492226,2.4223072296086214,open,open,0.5,0.07500000000000001,0.049999999999999996
2016-07-08-23-44-25,L8,1.2033,1.2874585243718704,2.041083262957411,open,open,0.25,0.034999999999999996,0.01
2016-07-15-23-50-39,L8,0.1472,1.2536885149219354,1.7339866688275984,open,closed,0.35,0.17,0.115
2016-07-24-23-44-30,L8,1.3007,1.5741359659408811,2.283631059288883,open,open,0.3,0.04,0.01
2016-08-09-23-44-32,L8,1.4488,1.4393677650877643,1.9818238733187916,open,open,0.4,0.08,0.04
2016-08-25-23-44-39,L8,1.3729,1.665254145209886,2.318840211279135,open,open,0.5,0.085,0.034999999999999996
2016-09-10-23-44-44,L8,1.3846,1.4831665802534975,1.9852282613029122,open,open,0.3,0.065,0.034999999999999996
2016-09-26-23-44-44,L8,1.2942,1.4082513417806468,1.7911642213236647,open,open,0.35,0.055,0.030000000000000002
2016-10-03-23-50-57,L8,0.5263,1.4204184259512764,1.8123713363064475,open,open,0.15,0.02,0.015
2016-10-12-23-44-50,L8,1.2888,1.4084782311784378,1.8375788433839344,open,open,0.3,0.07500000000000001,0.055
2016-12-22-23-50-56,L8,0.3461,1.343622606548134,1.5979250103016207,closed,closed,0.75,0.2,0.09000000000000001
2017-01-16-23-44-40,L8,1.2818,1.6104391777246223,2.0322183286719353,open,open,0.15,0.034999999999999996,0.02
2017-02-08-23-50-39,L8,0.4795,1.6720867436952938,2.1140612065808315,open,open,0.2,0.07,0.04
2017-03-28-23-50-17,L8,0.5972,1.4418324494310142,2.2123311023891077,open,open,0.2,0.030000000000000002,0.015
2017-04-06-23-44-02,L8,1.3815,1.3733275884860312,2.2060207092000685,open,open,0.6,0.13,0.085
2017-04-13-23-50-09,L8,0.5571,1.5218790612639013,2.2022595265946787,open,open,0.3,0.08,0.025
2017-04-22-23-43-53,L8,1.4229,1.5265351193787466,2.1352415880630393,closed,closed,0.75,0.15,0.095
2017-04-29-23-49-59,L8,0.5483,1.7059327734661505,2.389860600609469,open,open,0.35,0.034999999999999996,0.034999999999999996
2017-05-08-23-43-52,L8,1.3066,1.5924872416575453,2.281877697737918,open,open,0.65,0.12000000000000001,0.030000000000000002
2017-05-15-23-50-08,L8,0.5488,1.5522631436438152,2.151615132795397,open,open,0.55,0.11,0.049999999999999996
2017-05-24-23-44-03,L8,1.33,1.5949638894575928,2.3026675697916907,open,open,0.45,0.07500000000000001,0.065
2017-05-31-23-50-18,L8,0.5193,1.6367936311660798,2.3435440854263585,open,open,0.5,0.11,0.049999999999999996
2017-06-25-23-44-16,L8,1.3252,1.6869328037363505,2.514919060310581,open,open,0.1,0.015,0.01
2017-07-11-23-44-19,L8,1.3669,1.7048078257256616,2.554854315652838,open,open,0.15,0.034999999999999996,0.025
2017-07-18-23-50-33,L8,0.6059,1.7098872857836107,2.4936412262246423,closed,closed,0.75,0.125,0.095
2017-07-27-23-44-27,L8,1.3356,1.5635873956490274,2.273354082141492,open,open,0.35,0.055,0.04
2017-08-03-23-50-40,L8,0.5692,1.7123413373336072,2.45275867231317,closed,closed,0.75,0.125,0.07
2017-08-12-23-44-33,L8,1.3666,1.5752452878620673,2.2115232587704026,open,open,0.35,0.049999999999999996,0.04
2017-08-19-23-50-46,L8,0.491,1.7687221588314228,2.5160609487891237,open,open,0.5,0.155,0.04
2017-08-28-23-44-37,L8,1.3493,1.6542943736046853,2.349392590807709,open,open,0.6,0.12000000000000001,0.1
2017-09-04-23-50-48,L8,0.5879,1.5618721109155211,2.103230242477718,open,open,0.6,0.11,0.085
2017-09-13-23-44-37,L8,1.3529,1.5133715977401103,2.179154716341003,open,closed,0.65,0.135,0.10500000000000001
2017-09-20-23-50-51,L8,0.4738,1.4527030383005632,1.943991892025831,open,open,0.3,0.07,0.06
2017-09-29-23-44-44,L8,1.375,1.3592185574125049,1.750865903807403,closed,closed,0.75,0.25,0.155
2017-10-22-23-51-00,L8,0.6368,1.5128424716725546,1.8925793538721603,open,open,0.35,0.06,0.04
2017-10-31-23-44-48,L8,1.2661,1.552771180735613,2.0361472195848624,open,open,0.55,0.12000000000000001,0.07500000000000001
2017-11-23-23-50-53,L8,0.5533,1.4198584833644512,1.7920166492007004,open,open,0.3,0.115,0.10500000000000001
2017-12-09-23-50-50,L8,0.3998,1.321714238663664,1.5896347120666778,open,open,0.4,0.16,0.10500000000000001
2017-12-18-23-44-42,L8,1.2519,1.4675547701530083,1.8127956285379467,open,open,0.15,0.049999999999999996,0.04
2018-01-19-23-44-31,L8,1.2974,1.5545628836235055,1.9811717501532098,open,open,0.15,0.025,0.005
2018-02-04-23-44-22,L8,1.3158,1.5112901773156573,1.9382840339293923,open,open,0.55,0.1,0.07500000000000001
2018-02-27-23-50-24,L8,0.4889,1.6194408522875072,2.120839875886156,open,open,0.4,0.07,0.055
2018-03-31-23-50-08,L8,0.5362,1.525063935707966,1.9511848200759707,open,open,0.25,0.045,0.02
2018-05-02-23-49-50,L8,0.5548,1.520451125976061,2.0113741412202404,open,open,0.5,0.095,0.095
2018-07-05-23-49-47,L8,0.6163,1.5499310386053657,2.189076536673884,closed,closed,0.7,0.17,0.08
2018-07-14-23-43-41,L8,1.3068,1.7790497475234992,2.6765967381402054,open,open,0.3,0.034999999999999996,0.030000000000000002
2018-07-21-23-49-54,L8,0.5983,1.7356133401257474,2.5785058755684878,closed,closed,0.75,0.185,0.10500000000000001
2018-07-30-23-43-48,L8,1.3212,1.6332825349793356,2.3758311572725135,closed,closed,0.6,0.12000000000000001,0.10500000000000001
2018-08-06-23-50-03,L8,0.6849,1.508213528274285,2.075777401374167,closed,closed,0.8,0.195,0.14500000000000002
2018-08-15-23-43-57,L8,1.3057,1.6057305699219515,2.194923880978451,open,open,0.55,0.095,0.08
2018-08-22-23-50-11,L8,0.542,1.5519004854070564,2.108745100684922,closed,closed,0.75,0.23500000000000001,0.135
2018-08-31-23-44-04,L8,1.2962,1.6591721645422421,2.2955635156644942,closed,closed,0.9,0.24000000000000002,0.12000000000000001
2018-09-16-23-44-08,L8,1.2701,1.6286662811947341,2.20090185408493,closed,closed,0.85,0.23500000000000001,0.155
2018-10-18-23-44-22,L8,1.2717,1.5868516725637172,2.1019829757538506,closed,closed,0.9,0.265,0.165
2018-11-10-23-50-37,L8,0.4093,1.3998201919591131,1.7103562264826273,closed,closed,0.45,0.185,0.10500000000000001
2018-11-19-23-44-27,L8,1.2283,1.579116071975556,2.040770944114689,closed,closed,0.5,0.23500000000000001,0.14500000000000002
2018-12-28-23-50-34,L8,0.4185,1.4451367364172956,1.7853141005672668,closed,closed,0.45,0.19,0.1
2015-09-13-00-06-31,S2,1.0134,1.7089336090025269,2.108571342927422,open,open,0.1,0.005,0.005
2016-01-01-00-09-15,S2,0.6075,1.4151454502487417,1.630424667194454,open,open,0.1,0.055,0.045
2016-01-11-00-06-45,S2,0.508,1.3538836801159015,1.940336998153317,open,open,0.1,0.049999999999999996,0.04
2016-02-10-00-06-25,S2,0.558,1.6307204766817625,1.9918198347767375,open,open,0.1,0.015,0.015
2016-04-20-00-06-30,S2,0.7081,1.8181320527285185,2.3745498563093985,open,open,0.2,0.04,0.09000000000000001
2016-04-30-00-06-33,S2,1.1876,1.7692699843629536,2.2981571202658295,open,open,0.35,0.049999999999999996,0.08
2016-05-10-00-06-34,S2,0.6226,1.4361805938173011,1.8496885590122782,open,open,0.1,0.015,0.01
2016-05-20-00-05-06,S2,0.5877,1.7164659807035914,2.2894876683986585,open,open,0.15,0.034999999999999996,0.025
2016-05-30-00-06-34,S2,0.6412,1.6522861034498881,2.2011031152237868,open,open,0.25,0.030000000000000002,0.07
2016-06-09-00-05-19,S2,0.6844,1.4197611328906687,2.0671456979994702,open,open,0.25,0.034999999999999996,0.02
2016-06-29-00-06-03,S2,0.8273,1.7400290495170863,2.4164525952741895,open,open,0.4,0.055,0.07500000000000001
2016-07-09-00-06-32,S2,0.556,1.5190849527354093,2.44207937103555,closed,closed,0.15,0.030000000000000002,0.01
2016-07-29-00-06-33,S2,0.9223,1.7594163652379287,2.3380562428429643,open,open,0.2,0.04,0.07500000000000001
2016-08-08-00-03-48,S2,1.1293,1.6424772792665623,2.1036987249575443,open,open,0.15,0.030000000000000002,0.02
2016-08-18-00-06-31,S2,0.864,1.6209170749962778,2.048566106988162,open,open,0.1,0.025,0.02
2016-08-28-00-04-11,S2,0.9457,1.6736075439196634,2.1157873506070546,open,open,0.25,0.04,0.045
2016-09-17-00-04-05,S2,0.644,1.608731370527581,1.968006410726006,open,open,0.1,0.02,0.015
2016-11-06-00-06-27,S2,0.7495,1.4372558459764961,1.6802938235452836,open,open,0.1,0.025,0.030000000000000002
2016-11-16-00-02-16,S2,0.5947,1.4151259446130833,1.6607712442329565,open,open,0.15,0.030000000000000002,0.015
2016-12-26-00-02-12,S2,0.5049,1.4750787953398936,1.7138312361334525,open,open,0.1,0.045,0.085
2017-02-04-00-06-22,S2,1.2789,1.6263067909144544,1.9105238326326202,open,open,0.15,0.034999999999999996,0.08
2017-03-06-00-06-21,S2,0.7,1.4871460233481024,1.958238198323826,open,open,0.2,0.095,0.034999999999999996
2017-03-26-00-06-23,S2,0.7508,1.517875643388525,2.257421586633575,open,open,0.3,0.045,0.07500000000000001
2017-04-15-00-06-28,S2,1.2465,1.3574390079480898,1.742948285991258,open,open,0.1,0.04,0.034999999999999996
2017-05-05-00-06-31,S2,0.7351,1.689516976789428,2.2194205345330076,open,open,0.25,0.045,0.07500000000000001
2017-05-15-00-02-21,S2,0.673,1.6300330695816312,2.1776301121901294,open,open,0.25,0.08,0.034999999999999996
2017-05-25-00-06-31,S2,0.7004,1.6906820485508727,2.256444405791358,open,open,0.1,0.02,0.04
2017-06-04-00-04-37,S2,0.7718,1.7708116297852965,2.40277505155695,open,open,0.25,0.04,0.07500000000000001
2017-06-14-00-06-29,S2,1.0962,1.7769223477842335,2.425145264703573,open,open,0.2,0.025,0.034999999999999996
2017-06-24-00-02-16,S2,0.6228,1.755338347747947,2.432477576917903,open,open,0.1,0.030000000000000002,0.015
2017-07-04-00-06-28,S2,0.965,1.8185527111821354,2.4747559423939296,open,open,0.15,0.025,0.07500000000000001
2017-07-09-00-02-50,S2,0.7823,1.7728174893469795,2.4136137284999872,open,open,0.15,0.025,0.015
2017-07-14-00-02-18,S2,0.898,1.80520708593698,2.478284437609086,open,open,0.2,0.030000000000000002,0.030000000000000002
2017-07-19-00-06-29,S2,0.8453,1.8275149964441175,2.5057293913932956,open,open,0.25,0.04,0.06
2017-07-24-00-06-30,S2,0.6201,1.833909489791291,2.498011243167319,open,open,0.1,0.02,0.01
2017-07-29-00-05-43,S2,0.9092,1.74429082091425,2.312770421411134,open,open,0.25,0.034999999999999996,0.034999999999999996
2017-08-08-00-06-27,S2,0.7324,1.793242114558473,2.373640955118585,open,open,0.1,0.025,0.02
2017-08-13-00-06-30,S2,0.8615,1.7276586704495929,2.2763536028036726,open,open,0.15,0.025,0.02
2017-08-18-00-04-03,S2,0.7342,1.6584097342710133,2.133143925912551,open,open,0.2,0.034999999999999996,0.049999999999999996
2017-08-28-00-06-24,S2,0.7616,1.5165663908013847,1.9222973979699591,open,open,0.15,0.045,0.015
2017-09-02-00-06-28,S2,1.0411,1.7093926640968586,2.1926591731150484,open,open,0.35,0.055,0.1
2017-09-07-00-03-13,S2,1.4404,1.7906922075027425,2.278875235911466,open,closed,0.4,0.065,0.04
2017-09-17-00-06-18,S2,0.7067,1.6863274350706756,2.1194203019433346,open,open,0.3,0.055,0.085
2017-09-27-00-02-25,S2,0.72,1.5349437332284634,1.8550123100494318,open,open,0.25,0.045,0.135
2017-11-01-00-06-28,S2,0.8903,1.529813991219014,1.828145195610937,open,open,0.15,0.02,0.030000000000000002
2017-12-01-00-02-34,S2,0.587,1.2911687064621695,1.4452607872420298,open,open,0.1,0.049999999999999996,0.09000000000000001
2017-12-16-00-02-28,S2,0.5051,1.4153230752053039,1.6109611328785893,open,open,0.15,0.10500000000000001,0.02
2018-01-05-00-02-32,S2,0.5267,1.4723032294293943,1.6783961866018777,open,open,0.15,0.015,0.01
2018-01-20-00-06-22,S2,0.6548,1.623781061076041,1.913084080807997,open,open,0.1,0.015,0.01
2018-01-30-00-02-35,S2,0.5776,1.5364440236758778,1.7933766654705514,open,open,0.15,0.049999999999999996,0.1
2018-02-14-00-02-33,S2,0.6662,1.704413451968244,1.988944467778477,open,open,0.2,0.005,0.01
2018-02-24-00-02-54,S2,0.772,1.6256918007800192,1.8938291849473445,open,open,0.1,0.04,0.10500000000000001
2018-03-01-00-06-09,S2,0.5913,1.6096823855252922,1.915109760350791,open,open,0.1,0.025,0.025
2018-03-11-00-02-36,S2,1.028,1.5549402840889581,1.8098446310538236,open,open,0.4,0.07500000000000001,0.12000000000000001
2018-03-26-00-02-35,S2,0.9346,1.542741728403616,1.864870076707264,open,open,0.4,0.07,0.11
2018-04-05-00-02-37,S2,0.8944,1.563624659059198,1.9313067144083864,open,open,0.2,0.034999999999999996,0.045
2018-04-25-00-02-38,S2,0.864,1.6080137615022057,1.9934555875727877,open,open,0.4,0.07500000000000001,0.09000000000000001
2018-05-05-00-02-39,S2,0.8935,1.611267628018506,2.0301265939482094,open,open,0.25,0.045,0.09000000000000001
2018-05-10-00-02-42,S2,0.7256,1.4908128576131774,1.9099216349790187,open,open,0.3,0.065,0.07500000000000001
2018-05-15-00-05-53,S2,0.6152,1.7402578332495338,2.2971281091953686,open,open,0.35,0.049999999999999996,0.065
2018-05-20-00-02-42,S2,0.6865,1.6184585504091593,2.158732535286876,open,open,0.2,0.030000000000000002,0.08
2018-05-25-00-02-37,S2,0.6399,1.66720031066958,2.20555298917665,open,open,0.4,0.08,0.08
2018-06-04-00-02-37,S2,0.9227,1.6422764353532258,2.395672710863217,open,open,0.1,0.015,0.01
2018-06-14-00-02-38,S2,0.7038,1.6848782023056097,2.302760010849094,open,open,0.3,0.034999999999999996,0.045
2018-06-24-00-02-39,S2,0.8428,1.787474800142336,2.4552678094748055,open,open,0.4,0.06,0.07500000000000001
2018-07-04-00-06-08,S2,1.0505,1.8809584323065505,2.569785469938455,open,open,0.2,0.025,0.034999999999999996
2018-07-09-00-02-41,S2,0.7438,1.7779324696471934,2.430942125549046,open,open,0.45,0.085,0.08
2018-07-14-00-02-38,S2,0.603,1.9106164313451308,2.616480814306469,open,open,0.2,0.045,0.02
2018-07-24-00-02-37,S2,0.9605,1.8155950247760355,2.4632044702513363,open,open,0.35,0.06,0.095
2018-07-29-00-02-41,S2,0.7596,1.6837770026136853,2.2273250631909898,open,open,0.15,0.030000000000000002,0.08
2018-08-13-00-05-52,S2,0.7029,1.8350588134713426,2.3765614624036595,open,open,0.1,0.02,0.04
2018-08-23-00-02-32,S2,0.7544,1.644396849559803,2.1070339926161394,open,open,0.55,0.115,0.13
2018-08-28-00-02-38,S2,0.774,1.6056765375250568,2.0541406230797796,open,open,0.5,0.085,0.07
2018-09-02-00-05-46,S2,0.7209,1.7710986525631351,2.287942981171007,closed,closed,0.8,0.20500000000000002,0.10500000000000001
2018-09-07-00-02-37,S2,1.0109,1.7859877526072543,2.321726333428325,closed,closed,0.85,0.2,0.125
2018-09-17-00-02-36,S2,0.6728,1.6819355120052781,2.113623574921295,closed,closed,0.8,0.2,0.14
2018-09-27-00-02-36,S2,0.6862,1.76548694261768,2.2391969417047717,closed,closed,0.8,0.215,0.06
2018-10-02-00-04-02,S2,0.589,1.749393495143165,2.1902337334714073,closed,closed,0.85,0.21000000000000002,0.155
2018-10-22-00-02-37,S2,0.5069,1.5135197656300559,1.8277992950168132,closed,closed,0.55,0.165,0.10500000000000001
2018-10-27-00-02-37,S2,0.6592,1.550971584678156,1.8752430181812412,closed,closed,0.65,0.18000000000000002,0.125
2018-11-01-00-02-37,S2,0.5245,1.5707800342031302,1.8834564535227925,closed,closed,0.5,0.14500000000000002,0.11
2018-11-11-00-06-38,S2,0.5533,1.476274314343978,1.7330308222994164,closed,closed,0.6,0.185,0.12000000000000001
2018-11-26-00-06-32,S2,2.2059,1.120711393709528,1.2600396619049752,open,closed,0.15,0.1,0.034999999999999996
2018-12-01-00-06-36,S2,0.4977,1.4017178209278929,1.5834341822288758,closed,closed,0.45,0.14500000000000002,0.08
2018-12-26-00-06-33,S2,0.6271,1.5100463210941415,1.7884617057899328,closed,closed,0.65,0.18000000000000002,0.10500000000000001
